clave_res,FECHA,Hombre_ingreso,Mujer_ingreso,Total_Ingresos_Respiratorios_COVID,Hombres_Recuperados,Mujeres_Recuperadas,Total_Recuperados,Hombre_defuncion,Mujer_defuncion,Total_Defunciones,Hombre_ambulatorio,Mujer_ambulatorio,Total_ambulatorio,Hombre_hospitalizado,Mujer_hospitalizado,Total_hospitalizado,Temperatura Promedio,Humedad relativa Promedio,PM25 Promedio,PM10 Promedio,O3 Promedio,SO2 Promedio,CO Promedio,NO2 Promedio,NOX Promedio,NO Promedio,Temperatura Máxima,Humedad relativa Máxima,PM25 Máxima,PM10 Máxima,O3 Máxima,NO Máxima,NOX Máxima,NO2 Máxima,CO Máxima,SO2 Máxima,Temperatura Minima,Humedad relativa Minima,LAT_DECIMAL,LON_DECIMAL,ALTITUD
090080105,01/04/2021,1,1,2,1,1,2,0,0,0,1,1,2,0,0,0,17.94559,42.38428,27.12414,46.67823,44.24021,2.44112,0.30684,19.91375,27.08267,7.02428,26.68501,80.69485,85.93233,198.00974,130.0558,119.1477,167.38872,167.38872,1.49674,30.79773,8.60628,9.21802,19.289942,-99.258313,2716
090080080,01/04/2021,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,17.6914,41.9239,27.54168,48.54092,43.79448,2.44187,0.31633,20.0573,28.03983,7.66372,26.76992,81.90692,86.7318,212.78412,129.34289,130.06594,177.69291,177.69291,1.56728,30.93259,7.7044,7.30465,19.250181,-99.256655,2961
090090327,01/04/2021,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,18.32753,36.3605,31.70846,56.4856,47.48163,2.13783,0.32237,14.20538,24.8135,6.89169,27.77961,77.63951,103.75006,214.17304,119.06082,139.6484,181.00419,181.00419,1.90742,27.62214,7.38461,3.04101,19.196389,-99.046111,2527
090110138,01/04/2021,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,19.13239,36.46717,29.67397,56.25249,37.65166,2.4065,0.38305,20.80454,29.81385,8.58148,28.7647,77.87964,108.17236,273.32375,111.48325,160.15562,208.77437,208.77437,2.24336,26.53986,7.82155,3.1148,19.316111,-99.017777,2328
090090039,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,17.54705,39.81258,30.84362,56.28106,46.18427,2.24841,0.32369,15.74021,27.12094,7.90185,26.9019,81.54955,100.20363,226.26826,121.68205,148.41161,191.55997,191.55997,1.87719,29.85885,6.4803,4.40341,19.166865,-99.07272,2913
090110100,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,19.1903,32.6842,31.95367,54.14847,46.9126,2.00586,0.33566,13.98033,20.85444,5.24977,29.45673,73.44397,106.40222,185.77157,114.7694,125.00209,163.30032,163.30032,1.99976,18.44611,8.10472,1.82657,19.232204,-98.985071,2240
090120327,01/04/2021,0,2,2,0,2,2,0,0,0,0,2,2,0,0,0,17.91862,41.33344,27.45383,47.7621,44.04762,2.43848,0.31373,19.9939,27.6304,7.35852,26.9189,81.48246,86.51816,204.89676,131.20965,125.73057,173.15604,173.15604,1.5624,30.4314,7.92706,6.98729,19.256984,-99.240444,2879
090120330,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,17.93442,40.81513,27.795,48.43404,44.06426,2.42356,0.31602,19.83941,27.51366,7.32135,27.03745,81.88089,86.96018,206.50763,132.91197,127.89878,174.36666,174.36666,1.62122,29.5938,7.52301,5.83667,19.246821,-99.199935,2841
090120371,01/04/2021,0,5,5,0,5,5,0,0,0,0,5,5,0,0,0,16.58963,44.45582,28.17895,50.67602,43.52332,2.44941,0.32392,19.74454,28.43469,8.03197,25.94334,86.2539,88.67146,223.02563,129.59796,139.52738,185.7735,185.7735,1.70212,30.63231,5.62483,6.77867,19.20543,-99.20315,2946
090120267,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,14.72322,50.0629,28.66313,52.21001,43.52785,2.42475,0.32726,19.25347,28.43561,8.17163,24.28165,93.09303,90.61667,228.26784,128.10874,144.49109,189.86845,189.86845,1.77353,30.30466,3.0836,8.19755,19.187227,-99.166644,2857
090120434,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,17.20321,42.81051,27.94882,49.99332,43.56148,2.45581,0.32201,19.92505,28.43699,7.97691,26.46228,84.02511,87.92873,220.68323,129.6376,137.13311,183.89933,183.89933,1.65863,30.87848,6.59196,6.61583,19.215096,-99.226887,3115
090040067,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,17.09938,42.44436,27.42587,49.56536,44.31025,2.53305,0.26758,17.70179,22.81915,5.22294,25.62577,81.04966,85.29453,234.5115,115.96726,91.63451,143.28975,143.28975,1.30592,34.44648,8.13615,8.7305,19.34522,-99.312826,2853
090120263,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,15.09783,48.85189,28.54187,51.85503,43.4982,2.43295,0.32663,19.39597,28.46477,8.15327,24.61971,91.67426,90.10611,227.37705,128.51339,143.5148,189.10317,189.10317,1.75789,30.40737,3.58005,7.87325,19.190614,-99.175531,2902
090120353,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,14.33356,51.25386,28.86823,52.79729,43.61943,2.41105,0.32815,18.98008,28.38884,8.20429,23.92911,94.59359,91.54536,229.55101,127.3294,146.01804,191.094,191.094,1.79665,30.18599,2.57076,8.54862,19.180829,-99.153021,2767
090120430,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,17.2813,42.6261,27.91259,49.86616,43.57773,2.45547,0.32166,19.94507,28.41513,7.96064,26.52462,83.73583,87.80976,220.05571,129.66331,136.58892,183.42738,183.42738,1.65121,30.88834,6.7256,6.61737,19.217366,-99.229841,3053
090080075,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,17.64966,42.92131,27.30038,47.83499,43.93094,2.43653,0.30961,19.92958,27.45349,7.34815,26.5181,81.23856,86.08041,209.60732,127.52698,123.99328,172.51233,172.51233,1.4995,31.29218,8.25822,9.26016,19.284332,-99.274487,2758
090110095,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,19.50042,32.08905,30.05814,52.36818,45.12026,2.03388,0.34751,15.36522,20.79513,4.9945,30.12477,72.72193,101.96294,177.43295,114.88757,121.40234,160.33514,160.33514,2.05251,15.47292,8.3186,1.73653,19.269895,-99.010348,2258
090110094,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,19.47666,32.31752,30.0322,52.52437,44.9158,2.05059,0.34806,15.63151,21.20007,5.22855,30.05817,72.96699,102.06964,180.36443,115.08461,123.37424,162.62294,162.62294,2.0539,16.11534,8.29365,1.80251,19.271607,-99.009983,2256
090120438,01/04/2021,0,3,3,0,3,3,0,0,0,0,2,2,0,1,1,17.35833,42.2692,28.08407,49.85904,43.72447,2.4324,0.32094,19.76171,27.98687,7.70629,26.60337,83.69954,87.99091,216.31029,131.19425,135.00704,181.11668,181.11668,1.68104,29.99427,6.63828,6.10352,19.227254,-99.192389,2833
090090347,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,17.62955,35.66306,34.62854,62.42644,56.5702,1.92508,0.27859,6.37287,24.66822,7.03393,25.85846,76.97509,114.10613,228.69407,115.4109,143.83007,184.52622,184.52622,1.76749,39.62324,7.16189,2.10985,19.185084,-99.001977,2470
090040059,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,13.87227,49.18667,27.63482,50.54609,44.56284,1.54494,0.32448,20.10197,28.5244,8.21153,24.66005,89.18297,86.34966,242.49195,108.41337,134.41808,183.6217,183.6217,0.90538,21.41524,4.0796,6.60524,19.293255,-99.354391,3141
090090312,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,18.38117,35.70997,32.26957,56.95489,48.44986,2.09547,0.31891,13.22976,24.09227,6.59721,27.7912,76.91852,105.91946,212.10952,118.01486,137.10153,177.90159,177.90159,1.90465,27.78975,7.47908,2.73774,19.197827,-99.035794,2438
090110134,01/04/2021,0,5,5,0,5,5,0,0,0,0,5,5,0,0,0,19.17387,35.32473,29.70956,55.80749,41.13565,2.29173,0.36199,18.6868,27.63869,8.19747,29.08726,76.75861,105.59613,239.12687,115.06506,158.28839,202.36578,202.36578,2.1228,24.2975,7.84015,2.774,19.295757,-98.98007,2239
090120355,01/04/2021,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,16.78745,43.91862,28.10274,50.49864,43.51503,2.45422,0.32354,19.81523,28.48432,8.04486,26.11426,85.5317,88.44636,222.83904,129.51744,139.10508,185.55231,185.55231,1.68852,30.78512,5.93262,6.72008,19.206118,-99.212903,3050
090120291,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,17.62073,41.52837,28.05027,49.51548,43.81755,2.42443,0.31963,19.76203,27.79517,7.57146,26.8254,82.86533,87.70639,213.5142,131.88896,133.08168,179.12675,179.12675,1.67069,29.70948,6.9816,5.85038,19.235196,-99.188521,2756
090130203,01/04/2021,0,2,2,0,2,2,0,0,0,0,2,2,0,0,0,18.19193,38.24345,29.95396,54.4754,44.54252,2.25712,0.33078,17.21315,26.35664,7.424,27.74714,79.60711,96.12459,219.7397,123.12798,143.31369,185.82122,185.82122,1.9003,26.9561,7.17494,3.9037,19.214276,-99.079905,2612
090120277,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,15.81921,46.54227,28.60807,51.85486,43.53404,2.41696,0.32632,19.32221,28.25451,8.04075,25.28602,88.98717,90.15185,225.96514,128.77893,142.76336,188.0392,188.0392,1.76564,29.99346,4.48234,7.1168,19.201065,-99.163703,2787
090120210,01/04/2021,0,4,4,0,4,4,0,0,0,0,4,4,0,0,0,17.55914,41.67638,28.09307,49.68891,43.78233,2.42383,0.32016,19.74112,27.83114,7.6038,26.78025,83.06067,87.84613,214.55058,131.70926,133.86227,179.83081,179.83081,1.67857,29.7158,6.8815,5.86317,19.233587,-99.186219,2743
090120302,01/04/2021,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,16.33622,44.70132,29.09707,53.14674,43.72586,2.37249,0.32832,18.6924,27.95445,8.01329,25.81083,86.95427,92.21394,227.76698,126.94152,145.46654,189.82604,189.82604,1.82138,29.36329,5.04383,6.3548,19.197653,-99.130448,2592
090110076,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,18.53301,34.88866,32.65009,58.04435,48.24237,2.06287,0.31925,13.15851,25.05218,7.5461,27.92193,76.14554,108.37509,217.33183,115.83043,154.38025,194.1337,194.1337,1.92318,26.8694,7.6108,2.37262,19.217901,-98.963724,2238
090130091,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,17.73701,40.60237,29.06012,52.62894,43.4434,2.3439,0.32716,18.91111,27.55025,7.76716,27.13606,82.04511,91.12409,225.40888,127.93301,143.2876,186.92633,186.92633,1.81759,28.401,6.77699,4.89768,19.226095,-99.123934,2367
090110119,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,19.61177,30.76343,31.5639,51.66532,46.80836,1.91214,0.34346,13.76117,17.97786,3.80652,30.46235,71.14099,104.64825,160.36453,113.13285,107.96203,144.71593,144.71593,2.04091,11.40333,8.448,1.28841,19.23262,-99.009732,2370
090090303,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,18.30469,34.83921,33.54141,58.82426,50.90641,2.01093,0.30788,10.98901,23.5217,6.58357,27.42087,76.03159,110.83646,215.30186,115.78009,140.96079,180.56489,180.56489,1.8792,29.9643,7.52436,2.21341,19.209614,-98.980835,2257
090090077,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,17.88571,36.34797,33.46292,60.0539,51.99826,2.04573,0.29898,10.28104,25.86077,7.49005,26.64335,77.73335,110.06827,225.61919,117.30501,146.99878,188.79462,188.79462,1.83006,34.49441,7.18383,2.69366,19.169584,-99.026133,2739
090120376,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,14.19995,51.73034,28.77249,52.56701,43.56575,2.4202,0.32789,19.11425,28.45749,8.21893,23.80267,95.13089,91.15243,229.43069,127.60593,145.62672,190.8808,190.8808,1.78634,30.31867,2.40963,8.71184,19.180801,-99.16091,2858
090110145,01/04/2021,0,2,2,0,2,2,0,0,0,0,2,2,0,0,0,19.1218,36.17137,29.66751,55.53812,39.81197,2.36206,0.36894,20.00109,28.71793,8.20237,28.85121,77.48913,104.57684,254.35065,116.47326,155.02406,201.80915,201.80915,2.15939,26.33829,7.89011,3.02121,19.305856,-99.023572,2261
090040050,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,17.1234,43.34837,27.40453,49.33432,44.14062,2.47149,0.2783,18.21845,23.93784,5.75564,25.72996,81.18073,85.44536,230.83566,117.79625,99.77138,150.93107,150.93107,1.34077,33.36085,8.20794,9.79232,19.334375,-99.310213,2863
090120276,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,16.06081,45.82473,28.60023,51.77767,43.5361,2.41445,0.32605,19.34018,28.20623,8.00491,25.5071,88.1125,90.05187,225.41854,128.93771,142.36491,187.60097,187.60097,1.76415,29.90647,4.78987,6.88135,19.20439,-99.162699,2826
090040010,01/04/2021,0,4,4,0,4,4,0,0,0,0,4,4,0,0,0,16.59498,44.38056,27.48545,49.71738,43.87273,2.22838,0.30298,19.27099,26.30993,7.00265,25.80131,82.90489,85.79895,234.27936,118.42168,117.30518,167.47455,167.47455,1.32181,30.13989,7.28692,8.92361,19.317784,-99.32401,2985
090120179,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,17.63813,41.74562,27.76261,48.99424,43.79814,2.44668,0.31853,19.95145,28.03004,7.66898,26.78614,82.60099,87.24719,213.10736,130.88828,131.94431,178.85732,178.85732,1.62415,30.50839,7.26186,6.4757,19.234485,-99.225421,2950
090120282,01/04/2021,0,2,2,0,2,2,0,0,0,0,2,2,0,0,0,16.48216,44.59753,28.47643,51.318,43.54761,2.41903,0.32499,19.46529,28.16177,7.93949,25.87807,86.64035,89.47416,223.50535,129.57741,140.73973,186.14903,186.14903,1.74595,29.90257,5.35739,6.5529,19.210852,-99.169125,2896
090120103,01/04/2021,0,3,3,0,3,3,0,0,0,0,2,2,0,1,1,16.76056,43.97681,28.09085,50.81293,43.37697,2.46342,0.32482,19.8904,28.80272,8.25532,26.11177,85.5119,88.56182,227.10629,128.41695,141.43896,188.14121,188.14121,1.68121,31.24181,5.95,6.83582,19.193611,-99.233055,3339
090130132,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,17.75733,40.68644,28.87933,52.00297,43.40519,2.357,0.32561,19.15603,27.61486,7.73434,27.1171,82.09939,90.174,223.98158,129.05929,141.72885,185.64627,185.64627,1.79168,28.56278,6.85009,4.98931,19.23111,-99.134166,2375
090130223,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,18.94947,35.03519,30.14316,53.61806,44.85852,2.1479,0.33754,16.33385,23.66685,6.26026,28.95911,75.97135,97.76923,199.449,119.615,133.00073,173.61513,173.61513,1.97127,21.9301,7.89335,2.71417,19.239147,-99.053035,2340
090110112,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,18.5236,35.12602,32.45769,58.33462,47.7187,2.07606,0.32027,13.60451,25.94427,8.10199,27.89076,76.44402,107.85194,221.28409,115.79603,162.32626,202.12179,202.12179,1.92586,26.78721,7.58058,2.4627,19.217777,-98.956944,2236
090090177,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,17.84406,35.74146,34.07515,60.9472,53.92437,1.98385,0.29116,8.61225,24.74389,6.99684,26.41579,77.0536,112.23499,225.0292,116.22597,142.61221,183.56188,183.56188,1.8094,36.07373,7.24166,2.33122,19.183525,-99.014849,2501
090090262,01/04/2021,0,2,2,0,2,2,0,0,0,0,2,2,0,0,0,18.01287,38.59741,30.22354,54.98336,45.05788,2.25208,0.32913,16.73173,26.44028,7.49467,27.52256,80.09378,97.47672,220.74344,122.54243,144.17306,186.81653,186.81653,1.89662,27.62119,6.97687,4.02554,19.201667,-99.077222,2621
090110121,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,18.49448,34.75102,32.9584,58.02123,49.06867,2.04366,0.31635,12.47006,24.2059,7.04067,27.84495,75.94051,109.20667,214.44419,115.81917,147.14655,186.79966,186.79966,1.91284,27.44821,7.61207,2.28718,19.215556,-98.970833,2239
090040065,01/04/2021,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,17.11007,41.54786,27.48321,50.04203,44.29247,2.64913,0.26372,17.55732,22.58516,5.11382,25.64422,81.0341,85.06795,242.13179,115.31761,89.84034,141.70287,141.70287,1.30548,36.52339,8.0069,7.56147,19.363721,-99.318668,2807
090130272,01/04/2021,0,3,3,0,3,3,0,0,0,0,3,3,0,0,0,18.01607,39.64587,29.24027,53.03649,43.42443,2.31865,0.32799,18.70766,27.30521,7.69188,27.44317,80.95509,91.75386,225.46285,127.09952,143.80084,186.90151,186.90151,1.83948,27.87526,7.0775,4.48802,19.230225,-99.111935,2351
090160001,01/05/2021,2117,2431,4548,2103,2426,4529,14,5,19,2055,2385,4440,62,46,108,19.92726,47.3108,20.27041,32.62643,41.54773,2.17652,0.29918,21.75521,30.97836,8.96379,28.3112,87.26505,55.09959,130.68501,133.79541,159.82167,204.13811,204.13811,1.44291,25.5386,12.8917,8.13286,19.407269,-99.190754,2264
090140001,01/05/2021,3389,3551,6940,3377,3540,6917,12,11,23,3308,3477,6785,81,74,155,19.64062,49.3164,20.21638,30.8786,44.0125,1.72868,0.282,17.89777,26.5773,6.55983,28.39777,87.01292,53.00604,67.12566,149.93778,120.05929,158.57406,158.57406,1.35036,22.00748,13.48284,10.99914,19.371992,-99.157853,2238
090150001,01/05/2021,3740,3933,7673,3712,3918,7630,28,15,43,3611,3853,7464,129,80,209,19.55991,49.39777,21.54952,33.45325,37.20865,2.17628,0.30936,21.48535,31.07161,8.89194,28.6548,88.73253,57.22961,118.62607,125.19041,176.88732,217.12218,217.12218,1.78827,32.77832,12.44328,11.15511,19.441646,-99.151884,2230
090050001,01/05/2021,6827,7165,13992,6775,7129,13904,52,36,88,6616,6983,13599,211,182,393,19.86579,52.84682,21.26702,35.1036,39.5746,2.12163,0.31619,18.96778,29.09902,8.19199,29.10528,92.62626,57.45044,158.91849,122.91076,152.29018,191.58029,191.58029,1.65045,29.17128,13.07502,13.43265,19.482945,-99.113471,2229
090070001,01/05/2021,9342,10856,20198,9276,10818,20094,66,38,104,9044,10435,19479,298,421,719,19.09306,52.08796,21.17009,36.80684,40.33972,1.92062,0.30237,20.2707,26.86778,6.35825,28.11469,90.52241,63.30584,125.1262,135.37084,126.30464,167.51891,167.51891,1.63441,21.43788,11.56598,11.79296,19.359004,-99.092622,2242
090100001,01/05/2021,5548,6176,11724,5509,6156,11665,39,20,59,5312,5953,11265,236,223,459,19.79466,47.75252,19.86833,31.83645,41.64825,2.11414,0.2947,21.13054,30.07109,8.5759,28.25833,87.3942,54.00069,119.30156,134.06699,152.3641,195.80542,195.80542,1.41325,25.09657,12.75022,8.48416,19.390806,-99.195413,2308
090030001,01/05/2021,3734,4132,7866,3724,4117,7841,10,15,25,3624,4042,7666,110,90,200,19.34388,49.8257,19.82108,31.03254,42.47232,1.717,0.27456,17.71869,22.7602,5.08667,28.21084,87.74892,52.66754,88.58481,139.31748,96.84274,133.49588,133.49588,1.28894,22.12233,12.61621,11.08865,19.350214,-99.162146,2247
090060001,01/05/2021,2500,2814,5314,2483,2791,5274,17,23,40,2409,2730,5139,91,84,175,19.38244,50.10644,21.18601,32.07352,38.84706,1.97012,0.3274,21.9978,29.91014,7.32468,28.41211,88.75301,60.63978,111.14484,140.53659,132.40275,172.9923,172.9923,1.65163,24.64223,12.13654,10.896,19.395901,-99.097612,2233
090110001,01/05/2021,1875,2152,4027,1866,2146,4012,9,6,15,1816,2102,3918,59,50,109,19.35406,49.95644,21.01835,30.26383,43.39847,1.54653,0.24767,14.1963,18.16301,3.66222,28.66342,85.4043,74.99876,156.80563,129.79343,65.90078,97.92555,97.92555,1.27192,12.2027,10.88986,10.69373,19.270566,-99.004846,2249
090020001,01/05/2021,2274,2568,4842,2263,2558,4821,11,10,21,2204,2515,4719,70,53,123,19.37171,51.0928,21.98935,36.63231,34.62009,2.46742,0.30942,21.72804,31.43695,9.38385,28.98352,90.3937,57.28023,149.14344,112.53343,200.74646,238.81887,238.81887,1.91005,36.40954,11.76687,11.51428,19.484102,-99.18436,2244
090170001,01/05/2021,3311,3429,6740,3294,3417,6711,17,12,29,3199,3357,6556,112,72,184,19.53921,47.70804,21.66631,26.98468,37.53168,2.17172,0.32975,24.25284,35.07072,10.5707,28.57672,88.08665,56.3146,71.89066,142.36035,174.52442,219.64154,219.64154,1.97724,40.2198,12.4064,8.54162,19.419261,-99.113701,2229
090120027,01/05/2021,241,422,663,241,422,663,0,0,0,232,404,636,9,18,27,16.11175,61.4959,18.14217,32.40171,42.24254,1.73374,0.26949,16.47219,22.69002,5.48048,25.37367,93.1471,56.64523,147.32019,133.61699,101.2548,135.54038,135.54038,1.31152,20.06099,6.49433,16.2207,19.201359,-99.141398,2649
090090024,01/05/2021,128,154,282,127,154,281,1,0,1,126,152,278,2,2,4,17.69937,54.53064,19.39452,32.35299,43.03879,1.6381,0.25312,14.52447,21.7976,5.17934,26.76233,89.2102,62.89123,158.57503,128.74263,95.1793,128.83253,128.83253,1.24277,16.63051,9.15018,13.30087,19.187285,-99.073149,2716
090110011,01/05/2021,72,94,166,71,94,165,1,0,1,71,94,165,1,0,1,18.52456,50.75896,20.08075,31.28792,44.26287,1.51064,0.24046,12.90492,20.5085,4.96817,27.46703,86.40486,69.612,159.31244,125.13175,88.50571,121.14775,121.14775,1.20549,12.85196,10.42252,11.74976,19.224778,-98.964944,2240
090120001,01/05/2021,3802,4544,8346,3784,4536,8320,18,8,26,3677,4440,8117,125,104,229,18.53876,51.80719,19.39809,30.79189,41.82699,1.64656,0.26305,16.6659,21.32859,4.628,27.61796,89.16256,53.5032,114.62683,131.48645,89.34409,123.94221,123.94221,1.21209,20.82575,10.7947,11.90828,19.288275,-99.167125,2280
090040001,01/05/2021,1282,1506,2788,1277,1503,2780,5,3,8,1235,1474,2709,47,32,79,16.22107,54.89885,17.61847,30.45831,45.06221,1.77209,0.21989,15.17282,19.558,4.42023,25.42244,89.02257,50.68761,134.66141,121.87124,94.54789,132.96907,132.96907,1.06276,25.25035,9.83685,10.02221,19.35735,-99.299792,2780
090130001,01/05/2021,2934,3353,6287,2924,3347,6271,10,6,16,2846,3283,6129,88,70,158,18.46404,52.3669,20.36854,32.84431,41.18932,1.68338,0.28332,16.44076,21.96577,5.26531,27.54348,89.37663,62.77695,143.20972,131.33739,103.02269,132.7946,132.7946,1.37972,17.77842,10.15246,12.48107,19.263462,-99.104913,2237
090080001,01/05/2021,2646,3288,5934,2643,3286,5929,3,2,5,2609,3253,5862,37,35,72,18.1305,52.23466,18.38706,29.50693,41.6892,1.66222,0.24995,16.50992,21.44821,4.95529,27.3239,89.07003,50.52802,110.37354,126.53002,85.13316,120.68354,120.68354,1.11603,22.22996,10.50004,11.11898,19.304898,-99.241515,2520
090110026,01/05/2021,45,59,104,45,59,104,0,0,0,45,58,103,0,1,1,19.03235,51.19044,21.74061,32.93111,40.23306,1.66187,0.2794,16.57394,22.45222,5.35358,28.20787,87.61434,84.60251,164.70268,123.12577,96.95337,133.41759,133.41759,1.50996,16.1701,11.04168,11.71222,19.308961,-98.968578,2260
090090011,01/05/2021,248,355,603,246,355,601,2,0,2,244,352,596,4,3,7,18.62116,50.37981,19.86663,31.13198,45.32731,1.48028,0.22664,11.9519,18.43996,3.88328,27.58378,85.80232,68.86538,161.51359,127.01601,69.58309,101.3375,101.3375,1.10862,11.6069,10.43927,11.49555,19.217537,-98.993717,2258
090090001,01/05/2021,221,249,470,220,245,465,1,4,5,210,243,453,11,6,17,17.9161,51.22075,19.63816,32.35393,46.30887,1.46365,0.21484,10.6431,20.25635,4.61876,26.59079,86.69114,67.72561,166.46133,124.71998,83.62541,116.47453,116.47453,1.00445,12.23568,9.97165,12.39938,19.191249,-99.023371,2429
090110021,01/05/2021,154,177,331,153,177,330,1,0,1,150,174,324,4,3,7,19.45689,49.50778,20.37196,29.54587,44.55775,1.48748,0.23483,13.14482,16.56869,3.05464,28.79772,84.62335,70.48109,156.04656,131.2755,54.27995,84.95136,84.95136,1.19174,10.2727,10.89341,10.38275,19.240896,-98.995596,2241
090090033,01/05/2021,152,203,355,152,203,355,0,0,0,152,202,354,0,1,1,17.4088,56.01633,19.16688,32.43352,42.54772,1.67453,0.26052,15.29003,22.12569,5.2948,26.54055,90.16463,61.224,155.83704,129.97721,97.66232,131.42084,131.42084,1.2813,17.72062,8.63043,13.87853,19.191988,-99.089954,2753
090090029,01/05/2021,87,111,198,85,111,196,2,0,2,84,109,193,3,2,5,18.23695,52.18273,19.77523,31.92911,43.83211,1.57799,0.24347,13.55575,20.64124,4.71739,27.23705,87.56836,65.63239,160.29619,127.67024,86.27315,119.25443,119.25443,1.19432,14.67364,9.96234,12.30248,19.201637,-99.049411,2445
090040020,01/05/2021,71,70,141,71,70,141,0,0,0,70,70,140,1,0,1,16.63369,55.48425,17.63683,30.30285,42.18493,1.71764,0.24578,16.30208,21.8734,5.58449,26.15791,89.54383,47.8904,141.43409,120.84634,98.27772,135.29845,135.29845,1.10931,24.44366,8.85729,10.83094,19.331004,-99.325681,2937
090090036,01/05/2021,51,54,105,51,54,105,0,0,0,50,53,103,1,1,2,17.20535,50.49249,19.43033,33.30355,50.41825,1.30321,0.17068,6.14013,21.04511,5.0358,25.37308,86.05155,68.93991,174.51388,120.27509,90.82051,124.08304,124.08304,0.69292,9.23091,9.71536,12.96811,19.17591,-98.997801,2613
090120026,01/05/2021,38,41,79,38,41,79,0,0,0,36,38,74,2,3,5,17.01526,57.55213,18.54298,31.70518,41.69643,1.75037,0.26696,16.90704,22.71958,5.46581,26.27969,91.43272,54.99378,137.88184,130.50138,99.41727,134.69507,134.69507,1.26949,21.77125,8.20354,14.11991,19.217969,-99.203967,2934
090110024,01/05/2021,34,49,83,33,49,82,1,0,1,33,49,82,1,0,1,18.36605,50.69367,19.90831,31.57033,45.14726,1.48564,0.22956,11.96692,20.01731,4.68423,27.21548,86.27802,69.14874,162.06543,125.11808,83.65107,116.14698,116.14698,1.12448,12.30108,10.32162,11.86526,19.217585,-98.972725,2242
090090015,01/05/2021,31,32,63,31,32,63,0,0,0,30,32,62,1,0,1,18.11581,53.18091,19.7257,32.11856,42.91617,1.63245,0.25513,14.68804,21.32736,4.9707,27.19548,88.45213,64.00384,157.49003,128.70125,91.66136,124.86958,124.86958,1.25966,16.21513,9.70975,12.6429,19.206759,-99.067892,2592
090090017,01/05/2021,28,19,47,28,19,47,0,0,0,27,17,44,1,2,3,17.85818,50.75263,19.60731,32.38436,47.27321,1.41916,0.20463,9.61405,19.60159,4.36784,26.43379,86.26802,68.48262,167.94051,123.83802,78.74685,111.19411,111.19411,0.93758,11.18875,10.01514,12.35553,19.199448,-99.006287,2309
090120328,01/05/2021,25,34,59,25,34,59,0,0,0,25,32,57,0,2,2,17.85349,53.81925,18.79174,30.82832,41.4655,1.72336,0.26131,16.88004,22.28142,5.25539,27.09044,89.75291,53.13274,126.92002,127.92773,94.43064,130.02534,130.02534,1.21375,22.2149,9.82517,12.13488,19.253742,-99.229147,2906
