ClaveLocRes,FECHA,POB_TOTAL_INEGI,POB_MASCULINA_INEGI,POB_FEMENINA_INEGI,AMBITO,TOTAL DE VIVIENDAS HABITADAS,Hombres_ingresos,Mujeres_Ingresos,Total_INgresos_COVID,Hombres_MIGRANTE_SI,Mujeres_MIGRANTE_SI,Hombres_MIGRANTE_NO,Mujeres_MIGRANTE_NO,Hombres_MIGRANTE_NOESPECIFICO,Mujeres_MIGRANTE_NOESPECIFICO,Hombres_Recuperadas,Mujeres_Recuperadas,Total_Recuperados,Hombres_defuncion,Mujeres_defuncion,Total_Defunciones,Hombres_Tres_complicaciones,Mujeres_Tres_complicaciones,Total_Tres_complicaciones,Hombres_Mayor_cuatro_comorbilidades,Mujeres_Maayor_cuatro_comorbilidades,Total_mayor_cuatro_comorbilidades,Hombres_Ambulatorio,Mujeres_Ambulatorio,Total_ambulatorio,Hombres_Hospitalizado,Mujeres_Hospitalizado,Total_hospitalizado,Hombres_Intubado_SI,Mujeres_Intubado_SI,Hombres_Intubado_NO,Mujeres_Intubado_NO,Hombres_Intubado_NO_APLICA,Mujeres_Intubado_NO_APLICA,Hombres_Intubado_NOESPECIFICO,Mujeres_Intubado_NOESPECIFICO,Hombres_UCI_SI,Mujeres_UCI_SI,Hombres_UCI_NO,Mujeres_UCI_NO,Hombres_UCI_NO_APLICA,Mujeres_UCI_NO_APLICA,Hombres_UCI_NOESPECIFICO,Mujeres_UCI_NOESPECIFICO,Hombres_Neumonia_SI,Mujeres_Neumonia_SI,Hombres_Neumonia_NO,Mujeres_Neumonia_NO,Hombres_Neumonia_NOESPECIFICO,Mujeres_Neumonia_NOESPECIFICO,Hombres_Diabetes_SI,Mujeres_Diabetes_SI,Hombres_Diabetes_NO,Mujeres_Diabetes_NO,Hombres_EPOC_SI,Mujeres_EPOC_SI,Hombres_EPOC_NO,Mujeres_EPOC_NO,Hombres_ASMA_SI,Mujeres_ASMA_SI,Hombres_ASMA_NO,Mujeres_ASMA_NO,Hombres_INMUSUPR_SI,Mujeres_INMUSUPR_SI,Hombres_INMUSUPR_NO,Mujeres_INMUSUPR_NO,Hombres_HIPERTENSION_SI,Mujeres_HIPERTENSION_SI,Hombres_HIPERTENSION_NO,Mujeres_HIPERTENSION_NO,Hombres_OTRAS_COM_SI,Mujeres_OTRAS_COM_SI,Hombres_OTRAS_COM_NO,Mujeres_OTRAS_COM_NO,Hombres_CARDIOVASCULAR_SI,Mujeres_CARDIOVASCULAR_SI,Hombres_CARDIOVASCULAR_NO,Mujeres_CARDIOVASCULAR_NO,Hombres_OBESIDAD_SI,Mujeres_OBESIDAD_SI,Hombres_OBESIDAD_NO,Mujeres_OBESIDAD_NO,Hombres_RENAL_CRONICA_SI,Mujeres_RENAL_CRONICA_SI,Hombres_RENAL_CRONICA_NO,Mujeres_RENAL_CRONICA_NO,Hombres_TABAQUISMO_SI,Mujeres_TABAQUISMO_SI,Hombres_TABAQUISMO_NO,Mujeres_TABAQUISMO_NO,Hombres_OTRO_CASO_SI,Mujeres_OTRO_CASO_SI,Hombres_OTRO_CASO_NO,Mujeres_OTRO_CASO_NO,Hombres_OTRO_CASO_NOESPECIFICO,Mujeres_OTRO_CASO_NOESPECIFICO,Hombres_TOMA_MUESTRA_LAB_SI,Mujeres_TOMA_MUESTRA_LAB_SI,Hombres_TOMA_MUESTRA_LAB_NO,Mujeres_TOMA_MUESTRA_LAB_NO,Hombres_TOMA_MUESTRA_ANTIGENO_SI,Mujeres_TOMA_MUESTRA_ANTIGENO_SI,Hombres_TOMA_MUESTRA_ANTIGENO_NO,Mujeres_TOMA_MUESTRA_ANTIGENO_NO,Hombres_COVID19_POSITIVO,Mujeres_COVID19_POSITIVO,Hombres_COVID19_NEGATIVO,Mujeres_COVID19_NEGATIVO,Hombres_COVID19_NO_ADECUADO,Mujeres_COVID19_NO_ADECUADO,Hombres_COVID19_NO_APLICA,Mujeres_COVID19_NO_APLICA,Hombres_ANTIGENO_POSITIVO,Mujeres_ANTIGENO_POSITIVO,Hombres_ANTIGENO_NEGATIVO,Mujeres_ANTIGENO_NEGATIVO,Hombres_ANTIGENO_NO_APLICA,Mujeres_ANTIGENO_NO_APLICA,Temperatura Promedio,Humedad relativa Promedio,PM25 Promedio,PM10 Promedio,O3 Promedio,SO2 Promedio,CO Promedio,NO2 Promedio,NOX Promedio,NO Promedio,Temperatura Máxima,Humedad relativa Máxima,PM25 Máxima,PM10 Máxima,O3 Máxima,NO Máxima,NOX Máxima,NO2 Máxima,CO Máxima,SO2 Máxima,Temperatura Minima,Humedad relativa Minima,NOM_ENT,NOM_MUN,NOM_LOC,LAT_DECIMAL,LON_DECIMAL,ALTITUD
090090045,01/06/2021,57,31,26,Rural,17,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16.94639,66.12593,12.56424,18.28558,26.48289,1.57842,0.30002,15.50847,21.08403,5.76307,27.17302,89.95394,62.9322,109.67737,120.5491,74.60829,102.61572,102.61572,1.31365,21.64713,11.44663,17.61896,Ciudad de México,Milpa Alta,Los Pinos (Totulan),19.183551,99.035123,2572
090110081,01/06/2021,65,34,31,Rural,19,0,2,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,17.47368,64.37698,13.10253,17.26726,26.5708,1.53065,0.29743,14.4825,19.87178,5.54952,27.84343,88.6005,67.87107,110.14135,116.85629,72.94757,101.15116,101.15116,1.37706,19.12993,12.08368,17.02924,Ciudad de México,Tláhuac,San Miguel (Chinampas),19.220135,98.967231,2236
090110126,01/06/2021,71,41,30,Rural,14,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,17.34122,64.42717,13.52959,19.2774,25.52747,1.58374,0.33754,17.56128,23.80096,6.2494,27.42792,90.41685,81.34544,97.83339,118.30178,78.33049,110.11414,110.11414,1.4149,18.52611,12.05919,16.95495,Ciudad de México,Tláhuac,Camino a Tlaltenco,19.305093,99.026713,2254
090090082,01/06/2021,84,39,45,Rural,22,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16.59012,67.46557,12.34855,18.69074,26.45663,1.6022,0.30564,16.07194,21.95828,6.0615,26.71778,90.90037,61.51686,105.93773,122.20407,78.34447,106.52371,106.52371,1.30078,22.86045,11.02008,18.19547,Ciudad de México,Milpa Alta,Iztahuaca,19.185318,99.05893,2650
090130169,01/06/2021,95,48,47,Rural,26,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16.94279,65.58314,12.59288,19.38103,25.97819,1.55296,0.31413,16.95737,23.07694,6.22567,26.79586,91.73154,68.48837,95.92674,130.61214,85.95795,115.00002,115.00002,1.20577,21.3515,11.71219,17.70073,Ciudad de México,Xochimilco,Apatlaco,19.264672,99.086559,2233
090110086,01/06/2021,103,49,54,Rural,21,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17.41095,64.87838,13.12937,17.17992,26.39727,1.54805,0.31003,14.85047,20.81497,6.13585,27.70967,89.2062,67.8016,102.98134,117.03225,80.86531,109.71783,109.71783,1.42105,19.97816,12.04226,17.28949,Ciudad de México,Tláhuac,Xila,19.219694,98.95575,2233
090090318,01/06/2021,105,57,48,Rural,28,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17.19975,65.01069,12.66178,17.90946,26.63449,1.54806,0.28994,14.8983,19.97939,5.24962,27.51077,89.05443,64.35213,114.69469,119.86367,68.35523,95.97919,95.97919,1.29735,20.11324,11.74713,17.2046,Ciudad de México,Milpa Alta,Ayotepec,19.206304,99.040116,2477
090120439,01/06/2021,111,55,56,Rural,31,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14.57469,75.77105,11.20864,19.6644,27.15628,1.67485,0.31438,17.28942,23.89889,6.71524,24.45705,94.83516,54.67165,93.8584,124.29933,86.61167,114.62215,114.62215,1.24783,26.64155,8.39815,22.11016,Ciudad de México,Tlalpan,La Joyita,19.194125,99.132907,2636
090090081,01/06/2021,120,62,58,Rural,34,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16.53678,67.65342,12.31913,18.73693,26.45849,1.60558,0.30627,16.11959,22.06344,6.09885,26.65471,91.02709,61.27559,105.44574,122.2857,78.88934,107.08826,107.08826,1.30105,23.03681,10.9525,18.28801,Ciudad de México,Milpa Alta,Cuyucalco,19.183165,99.059872,2673
090120112,01/06/2021,161,83,78,Rural,42,0,3,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,2,0,1,0,3,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,15.19119,72.56489,11.6121,19.70822,26.93242,1.72326,0.30834,17.54241,24.33493,6.88091,25.03949,93.47503,53.92056,87.24303,128.75172,87.98783,115.02481,115.02481,1.20014,30.03587,9.35552,20.06467,Ciudad de México,Tlalpan,Cañada del Acueducto,19.204818,99.209242,3030
090130137,01/06/2021,270,126,144,Rural,68,0,2,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,15.93852,69.87861,12.01101,19.37269,26.53425,1.63952,0.31303,16.9534,23.31456,6.48196,25.88991,92.49133,59.45429,97.90171,125.52989,84.17426,112.46901,112.46901,1.26205,24.78765,10.2429,19.29461,Ciudad de México,Xochimilco,Tlachiultepec de Ahuayucan (Las Malvinas),19.204349,99.102169,2590
090110136,01/06/2021,359,170,189,Rural,88,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,17.85715,62.18429,13.18563,16.57242,27.59016,1.44119,0.24676,11.95551,15.2615,3.35753,28.54413,85.69781,71.11793,131.26037,113.97633,44.44484,70.13662,70.13662,1.26282,14.96412,12.42752,16.1617,Ciudad de México,Tláhuac,El Pato,19.250804,98.996646,2237
090080083,01/06/2021,452,218,234,Rural,116,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16.36339,66.45593,12.17767,19.12578,26.99901,1.73139,0.29435,17.106,23.42757,6.44077,26.07749,90.56437,52.08264,77.66083,139.04956,83.45839,109.06462,109.06462,1.1149,34.01459,11.32943,16.40945,Ciudad de México,La Magdalena Contreras,El Gavillero,19.287025,99.24912,2608
090040050,01/06/2021,486,216,270,Rural,124,0,2,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,15.29956,68.06583,11.72462,18.90003,28.52779,1.75444,0.26815,16.01333,22.3548,6.42702,24.99576,90.72345,50.5296,78.65406,142.2636,95.83152,119.5213,119.5213,1.06315,44.70562,10.36278,15.4474,Ciudad de México,Cuajimalpa de Morelos,La Venta,19.334375,99.310213,2863
090120124,01/06/2021,571,305,266,Rural,174,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16.19491,67.63709,12.17191,19.42607,26.72455,1.73597,0.30155,17.43307,24.01037,6.67557,25.98301,91.32133,53.74116,82.21269,134.88217,85.70118,112.05207,112.05207,1.15587,31.62539,10.91142,17.20145,Ciudad de México,Tlalpan,Héroes de 1910,19.247022,99.234582,2947
090130134,01/06/2021,613,293,320,Rural,159,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17.35366,64.34934,12.75894,17.7929,26.64996,1.53194,0.28694,14.77993,19.64609,5.05461,27.68557,88.67357,66.36479,116.54284,120.19521,65.99523,93.58129,93.58129,1.2829,19.28826,11.94991,16.94873,Ciudad de México,Xochimilco,Ampliación Chalmita,19.23409,99.04954,2426
090120161,01/06/2021,822,420,402,Rural,223,0,3,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,3,0,0,0,3,0,0,0,2,0,1,0,2,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,1,0,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,16.05745,68.68623,12.10282,19.59506,26.68814,1.73554,0.30672,17.52021,24.07789,6.65377,25.84793,91.92466,54.71003,84.21782,133.08715,85.37689,112.12762,112.12762,1.17599,30.07708,10.63889,18.02548,Ciudad de México,Tlalpan,El Pedregal,19.235834,99.205819,2869
090040054,01/06/2021,1233,585,648,Rural,323,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13.63358,72.92695,10.31954,15.51408,26.95573,1.32047,0.20698,17.09015,24.17966,7.19231,24.00443,91.55897,45.95464,67.03126,136.43911,95.6893,120.62541,120.62541,0.78763,22.76271,7.37672,16.00036,Ciudad de México,Cuajimalpa de Morelos,Puerto las Cruces (Monte las Cruces),19.294861,99.347621,3200
090040065,01/06/2021,,,,Rural,,0,2,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,15.11464,68.10998,11.93767,19.38536,29.08266,1.834,0.26713,15.74539,21.92555,6.25684,24.7361,90.77777,51.04389,82.40874,142.6648,99.03868,123.14195,123.14195,1.0875,48.8765,10.3386,14.93867,Ciudad de México,Cuajimalpa de Morelos,El Boji (San Jacinto),19.363721,99.318668,2807
090090196,01/06/2021,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17.03749,65.74426,12.60284,18.15199,26.52843,1.56825,0.29695,15.31261,20.71539,5.60421,27.29355,89.6457,63.39191,111.3302,120.26063,72.58425,100.47211,100.47211,1.30972,21.12931,11.55482,17.47176,Ciudad de México,Milpa Alta,Tepachac,19.190165,99.0352,2517
090120308,01/06/2021,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16.49988,66.52702,12.26552,19.25211,26.73651,1.74795,0.30105,17.35064,23.57458,6.32918,26.21445,90.85426,53.15122,79.01639,137.39368,81.34327,107.69443,107.69443,1.13684,31.03962,11.40048,16.78722,Ciudad de México,Tlalpan,Kilómetro 7.5 (Circuito Ajusco),19.267745,99.22151,2723
090120382,01/06/2021,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14.11691,77.71408,10.96045,19.77673,27.41663,1.70665,0.31244,17.49201,24.23362,6.83292,23.96922,95.57388,52.73698,90.01822,124.50705,87.64249,115.15867,115.15867,1.22365,28.50217,7.79798,22.98334,Ciudad de México,Tlalpan,Ninguno,19.196619,99.17272,2814
090080105,01/06/2021,,,,Rural,,0,3,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,2,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,16.24256,66.66519,12.12135,19.13388,27.12556,1.72422,0.29165,17.02721,23.4528,6.54143,25.97156,90.57482,51.95656,78.07283,139.29168,85.44969,110.62186,110.62186,1.10878,35.24341,11.19057,16.34286,Ciudad de México,La Magdalena Contreras,La Loma,19.289942,99.258313,2716
090090260,01/06/2021,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16.51883,67.62508,12.33037,18.94617,26.39881,1.60949,0.30848,16.44742,22.47456,6.17617,26.5704,91.26915,61.85663,103.06604,124.20748,80.26905,108.5723,108.5723,1.27822,23.2378,10.9762,18.26982,Ciudad de México,Milpa Alta,Mixquiahuac,19.207135,99.079148,2630
090110139,01/06/2021,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,17.8523,62.2181,13.18364,16.58427,27.57373,1.44242,0.24773,12.01077,15.32783,3.39584,28.53515,85.737,71.03029,131.03189,114.02436,44.81157,70.53938,70.53938,1.26419,15.01796,12.42318,16.17168,Ciudad de México,Tláhuac,El Ejido,19.250278,98.995833,2237
090090339,01/06/2021,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16.91148,66.3245,12.57401,18.35947,26.43376,1.58606,0.30297,15.63783,21.35878,5.91777,27.12473,90.12893,62.72924,108.2502,120.46133,76.50346,104.62992,104.62992,1.32311,22.04355,11.40476,17.68123,Ciudad de México,Milpa Alta,Prolongación 5 de Mayo,19.174142,99.027635,2655
090120323,01/06/2021,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.3164,72.33163,11.68111,19.74478,26.82563,1.69063,0.31356,17.44667,24.05116,6.6997,25.16428,93.58631,56.16727,90.52464,127.72393,86.66966,114.39522,114.39522,1.22172,27.28164,9.4718,20.31185,Ciudad de México,Tlalpan,Cortijo San Higinio,19.214836,99.150859,2752
090110112,01/06/2021,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,17.40891,64.85466,13.1188,17.21596,26.40512,1.54792,0.30883,14.84053,20.76902,6.08322,27.71124,89.18191,67.66284,103.58601,117.07876,80.28031,109.07464,109.07464,1.41623,19.98143,12.03671,17.27069,Ciudad de México,Tláhuac,Tezompamilco,19.217777,98.956944,2236
